_link,_link_release,id,title,description,status,date,value_amount,value_currency,contractPeriod_startDate,contractPeriod_endDate,datePublished
260.awards.0,260,8ca6b25d-a6d0-4f4a-a206-2b065820a45a,,See description of related tender,active,2022-04-27T00:00:00,177600.0,GBP,2022-04-01T00:00:00,2022-12-31T00:00:00,2022-05-27T08:46:34
261.awards.0,261,91134aa2-c550-46a8-a196-a5c803c1e72d,,See description of related tender,active,2021-06-25T00:00:00,500000.0,GBP,2021-06-25T00:00:00,2022-04-26T00:00:00,2022-05-27T08:49:50
261.awards.1,261,d00d9669-25cc-4268-b246-308938382262,,See description of related tender,active,2021-06-25T00:00:00,500000.0,GBP,2021-06-25T00:00:00,2023-04-26T00:00:00,2022-05-27T08:49:50
263.awards.0,263,3d5f8719-47bf-4190-a42b-98ec9f0a5ede,,See description of related tender,active,2022-04-27T00:00:00,156510.0,GBP,2022-04-01T00:00:00,2022-12-31T00:00:00,2022-05-27T08:52:49
265.awards.0,265,f58796ed-5a9f-4d25-a5a7-2308ca5b82e2,,See description of related tender,active,2022-05-18T00:00:00,140000.0,GBP,2022-05-25T00:00:00,2022-07-31T00:00:00,2022-05-27T08:58:41
268.awards.0,268,dfd79ed8-341d-492b-88e2-069d442f5d1b,,See description of related tender,active,2022-05-25T00:00:00,24932.0,GBP,2022-05-27T00:00:00,2023-05-27T00:00:00,2022-05-27T09:06:08
269.awards.0,269,fb00c927-b40d-4912-87fb-8108ba5fe48b,,See description of related tender,active,2022-05-04T00:00:00,255000.0,GBP,2022-05-05T00:00:00,2023-03-31T00:00:00,2022-05-27T09:11:00
270.awards.0,270,bdf2adf0-c93f-4c6c-84b5-66ff4776c631,,See description of related tender,active,2022-05-13T00:00:00,160000.0,GBP,2022-05-16T00:00:00,2022-12-31T00:00:00,2022-05-27T09:11:36
271.awards.0,271,b551d7f5-cd63-4fc1-a252-82bba8cd8efe,,See description of related tender,active,2022-05-23T00:00:00,155000.0,GBP,2022-05-26T00:00:00,2023-02-28T00:00:00,2022-05-27T09:12:47
272.awards.0,272,252676b7-de59-4a84-9dff-4cee81290ac3,,See description of related tender,active,2022-04-18T00:00:00,20000.0,GBP,2022-04-25T00:00:00,2022-05-25T00:00:00,2022-05-27T09:13:09
273.awards.0,273,bd997bcd-81a2-48b0-96a7-8334f6ddb99f,,See description of related tender,active,2022-05-20T00:00:00,18089.0,GBP,2022-05-20T00:00:00,2023-05-19T00:00:00,2022-05-27T09:15:47
274.awards.0,274,4b0277a8-0e85-4891-a9b1-53a0269d36a7,,See description of related tender,active,2022-04-13T00:00:00,220000.0,GBP,2022-04-14T00:00:00,2023-03-31T00:00:00,2022-05-27T09:20:59
275.awards.0,275,7e65e593-5cac-4133-a570-aab1e501dd81,,See description of related tender,active,2022-05-16T00:00:00,80000.0,GBP,2022-05-17T00:00:00,2023-03-31T00:00:00,2022-05-27T09:21:04
276.awards.0,276,6f39f6c6-2b16-45ae-9e07-b319d69faf0d,,See description of related tender,active,2022-04-11T00:00:00,300000.0,GBP,2022-04-12T00:00:00,2023-03-31T00:00:00,2022-05-27T09:21:11
277.awards.0,277,9c823737-883e-46b6-96ee-21664e97ad03,,See description of related tender,active,2022-05-05T00:00:00,41492.0,GBP,2022-05-09T00:00:00,2027-05-04T00:00:00,2022-05-27T09:27:35
279.awards.0,279,e2c918be-3c88-4f89-92e1-2648e287f1aa,,See description of related tender,active,2022-05-17T00:00:00,125000.0,GBP,2022-05-18T00:00:00,2022-08-31T00:00:00,2022-05-27T09:28:06
280.awards.0,280,4eecdc91-cbb0-4a12-8979-870b5f879c02,,See description of related tender,active,2022-04-28T00:00:00,80000.0,GBP,2022-04-29T00:00:00,2023-03-31T00:00:00,2022-05-27T09:28:31
281.awards.0,281,fc3bc984-ee34-489b-a270-05717bd97aef,,See description of related tender,active,2021-07-19T00:00:00,58562.0,GBP,2021-07-19T00:00:00,2022-07-19T00:00:00,2022-05-27T09:30:23
282.awards.0,282,e5e7f3b8-35a9-454f-a3cc-3ccc893c96d2,,See description of related tender,active,2022-04-28T00:00:00,50000.0,GBP,2022-04-01T00:00:00,2024-11-01T00:00:00,2022-05-27T09:31:13
283.awards.0,283,4cf0bcde-d407-4208-97dd-593cff8dbfd5,,See description of related tender,active,2022-05-27T00:00:00,138500.0,GBP,2022-06-01T00:00:00,2023-05-31T00:00:00,2022-05-27T09:31:50
284.awards.0,284,848bab3e-1659-4e16-8c61-65a7504defff,,See description of related tender,active,2022-05-27T00:00:00,65481.0,GBP,2022-07-01T00:00:00,2027-07-01T00:00:00,2022-05-27T09:31:59
286.awards.0,286,c64681fd-61c3-4623-be25-04b50b4c773f,,See description of related tender,active,2022-05-23T00:00:00,31056.66,GBP,2022-05-25T00:00:00,2022-12-30T00:00:00,2022-05-27T09:34:21
287.awards.0,287,f1f0827f-6463-476f-88ab-75ab267cd3b2,,See description of related tender,active,2022-05-25T00:00:00,1011978.41,GBP,2022-06-20T00:00:00,2022-09-26T00:00:00,2022-05-27T09:36:04
288.awards.0,288,77836d0e-dc04-426f-a7b0-b9d01d0e0474,,See description of related tender,active,2022-05-19T00:00:00,60000.0,GBP,2022-06-02T00:00:00,2022-12-06T00:00:00,2022-05-27T09:38:13
289.awards.0,289,ee682d13-db2f-419b-8e30-e04ed8989a2b,,See description of related tender,active,2022-05-26T00:00:00,1000.0,GBP,2022-09-17T00:00:00,2024-03-31T00:00:00,2022-05-27T09:42:15
290.awards.0,290,9da72f46-bb95-4608-8cca-17f4cb9d1324,,See description of related tender,active,2022-05-27T00:00:00,195731.6,GBP,2022-05-01T00:00:00,2023-04-30T00:00:00,2022-05-27T09:45:13
291.awards.0,291,2cdf6bb3-83ab-4a65-ac38-a06b34037141,,See description of related tender,active,2022-04-07T00:00:00,25000.0,GBP,2022-05-21T00:00:00,2022-05-23T00:00:00,2022-05-27T09:48:28
292.awards.0,292,f0eee16f-2710-4643-9513-80e394aaf601,,See description of related tender,active,2022-05-27T00:00:00,20602.17,GBP,2022-05-18T00:00:00,2022-08-29T00:00:00,2022-05-27T09:48:40
294.awards.0,294,6485ace8-b2d2-4c45-a19f-ccf8b0cfc75b,,See description of related tender,active,2022-05-19T00:00:00,78000.0,GBP,2022-06-02T00:00:00,2022-12-06T00:00:00,2022-05-27T09:51:56
296.awards.0,296,1b8f56ae-76db-4595-bfb9-6ea2756f7d93,,See description of related tender,active,2022-05-20T00:00:00,144000.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-27T10:01:36
298.awards.0,298,52b425fc-a08b-4ddd-b110-7a4fbb9fd73c,,See description of related tender,active,2022-05-27T00:00:00,44605.0,GBP,2022-06-01T00:00:00,2023-03-31T00:00:00,2022-05-27T10:02:31
299.awards.0,299,1b793838-a943-468d-858f-9d2a5b721153,,See description of related tender,active,2022-01-05T00:00:00,25122.45,GBP,2022-01-09T00:00:00,2022-01-28T00:00:00,2022-05-27T10:03:08
300.awards.0,300,deea7e79-d2dd-4ea9-a88a-1d32f30f3f2b,,See description of related tender,active,2022-05-19T00:00:00,78000.0,GBP,2022-06-02T00:00:00,2022-12-06T00:00:00,2022-05-27T10:04:56
302.awards.0,302,dec801c3-07df-4063-a007-9d11a84b5b29,,See description of related tender,active,2021-10-21T00:00:00,99801.0,GBP,2021-10-25T00:00:00,2021-12-31T00:00:00,2022-05-27T10:09:13
303.awards.0,303,11a040b4-8c21-441f-a315-81c5de8dd0f3,,See description of related tender,active,2022-05-18T00:00:00,55428.75,GBP,2022-05-19T00:00:00,2027-05-17T00:00:00,2022-05-27T10:10:03
305.awards.0,305,8e3c9d30-e9c6-44e0-b9cb-969471e1d893,,See description of related tender,active,2022-05-06T00:00:00,207465.19,GBP,2022-05-16T00:00:00,2023-03-10T00:00:00,2022-05-27T10:13:56
306.awards.0,306,6a171f84-f9dd-4783-bf62-d071bae5d6b4,,See description of related tender,active,2022-05-01T00:00:00,55276.0,GBP,2022-05-01T00:00:00,2022-05-31T00:00:00,2022-05-27T10:14:12
309.awards.0,309,fa91ae31-7032-4b77-8ce6-675ca9aeb318,,See description of related tender,active,2022-05-26T00:00:00,30000.0,GBP,2022-06-01T00:00:00,2024-05-31T00:00:00,2022-05-27T10:16:16
311.awards.0,311,03c3a188-3cb3-40d5-9fd1-5349d80f5d09,,See description of related tender,active,2022-05-19T00:00:00,78400.0,GBP,2022-06-02T00:00:00,2022-12-06T00:00:00,2022-05-27T10:18:30
313.awards.0,313,ad16aa3c-d11d-47b7-80fb-e0d6356df9f1,,See description of related tender,active,2022-05-25T00:00:00,25000.0,GBP,2022-05-25T00:00:00,2022-06-29T00:00:00,2022-05-27T10:20:35
318.awards.0,318,392f9ea1-ceff-4a2d-9aea-132fddac4d81,,See description of related tender,active,2022-04-20T00:00:00,800000.0,GBP,2022-04-21T00:00:00,2026-03-31T00:00:00,2022-05-27T10:27:14
319.awards.0,319,d83cd5ec-f25f-4c4c-bfb6-8849e4179229,,See description of related tender,active,2022-05-10T00:00:00,91255.1,GBP,2022-05-10T00:00:00,2022-11-01T00:00:00,2022-05-27T10:27:33
321.awards.0,321,72739c22-8b92-4457-afac-1f7dc4754c58,,See description of related tender,active,2022-03-30T00:00:00,50000.0,GBP,2022-03-31T00:00:00,2023-03-30T00:00:00,2022-05-17T19:32:20
324.awards.0,324,b47ef62b-0743-46a1-8824-20b72ce698a9,,See description of related tender,active,2022-04-01T00:00:00,348781.26,GBP,2022-05-01T00:00:00,2025-04-30T00:00:00,2022-05-27T10:36:59
325.awards.0,325,8a070268-51d4-4183-9876-4bdc9de6e8b9,,See description of related tender,active,2020-10-15T00:00:00,5078720.0,GBP,2020-10-16T00:00:00,2021-12-29T00:00:00,2022-05-27T10:39:06
328.awards.0,328,259589cf-b9dc-4fbf-820a-8df1c4673431,,See description of related tender,active,2022-05-05T00:00:00,311482.0,GBP,2022-05-28T00:00:00,2023-05-27T00:00:00,2022-05-27T10:39:30
329.awards.0,329,64eb26f0-5bdc-4188-9894-9b90ef7481e9,,See description of related tender,active,2022-03-27T00:00:00,35368.0,GBP,2022-03-31T00:00:00,2022-08-31T00:00:00,2022-05-27T10:40:01
331.awards.0,331,0a09fe21-cbf1-4680-b89e-4ea303b35687,,See description of related tender,active,2020-07-16T00:00:00,20000.0,GBP,2020-07-17T00:00:00,2022-08-26T00:00:00,2022-05-27T10:43:00
332.awards.0,332,7e7cb270-4de6-4934-a189-b4817629224f,,See description of related tender,active,2022-05-26T00:00:00,119000.0,GBP,2022-06-26T00:00:00,2023-06-25T00:00:00,2022-05-27T10:44:11
334.awards.0,334,951460cb-abe3-41b7-aa57-c656cff12b2b,,See description of related tender,active,2021-10-28T00:00:00,32500.0,GBP,2021-11-01T00:00:00,2023-10-31T00:00:00,2022-05-27T10:47:06
334.awards.1,334,69fbe525-2528-40a5-8660-2557be251421,,See description of related tender,active,2021-10-28T00:00:00,32500.0,GBP,2021-11-01T00:00:00,2023-10-31T00:00:00,2022-05-27T10:47:06
334.awards.2,334,f5877119-3607-4ce6-8c91-f74be542fd0d,,See description of related tender,active,2021-10-28T00:00:00,32500.0,GBP,2021-11-01T00:00:00,2023-10-31T00:00:00,2022-05-27T10:47:06
334.awards.3,334,e5928f0f-e43b-4036-a4ae-0969f905f306,,See description of related tender,active,2021-10-28T00:00:00,32500.0,GBP,2021-11-01T00:00:00,2023-10-31T00:00:00,2022-05-27T10:47:06
338.awards.0,338,43796e67-2b18-42d8-8abb-6218ee02af42,,See description of related tender,active,2022-01-05T00:00:00,34566.5,GBP,2022-01-09T00:00:00,2022-02-07T00:00:00,2022-05-27T10:53:08
339.awards.0,339,a38cd3f8-6166-4f79-a36c-56515f053c8a,,See description of related tender,active,2021-11-02T00:00:00,37500.0,GBP,2021-11-01T00:00:00,2023-10-31T00:00:00,2022-05-27T10:53:47
339.awards.1,339,6d57028d-486b-44df-b644-38ddb5561499,,See description of related tender,active,2021-11-02T00:00:00,37500.0,GBP,2021-11-01T00:00:00,2023-10-31T00:00:00,2022-05-27T10:53:47
343.awards.0,343,9beaefa8-2f7b-4709-b440-0cecef9523a6,,See description of related tender,active,2022-01-21T00:00:00,184322.11,GBP,2022-04-01T00:00:00,2022-05-27T00:00:00,2022-05-27T10:58:03
344.awards.0,344,6528c5d0-6595-42eb-8b34-db1cbae3cfa3,,See description of related tender,active,2021-10-26T00:00:00,70000.0,GBP,2021-10-04T00:00:00,2024-04-03T00:00:00,2022-05-27T10:59:11
344.awards.1,344,4bfe4b41-a86e-48c7-80d5-d46dae5538e7,,See description of related tender,active,2021-10-26T00:00:00,70000.0,GBP,2021-10-04T00:00:00,2024-04-03T00:00:00,2022-05-27T10:59:11
347.awards.0,347,915645ea-72cf-45cb-8e2f-7be3f3bd8aa9,,See description of related tender,active,2022-01-21T00:00:00,129360.69,GBP,2022-02-01T00:00:00,2022-04-13T00:00:00,2022-05-27T11:02:32
345.awards.0,345,42d24e5a-c7cd-4f1b-b7f7-cba8c04c44f1,,See description of related tender,active,2022-04-29T00:00:00,29957.63,GBP,2022-04-29T00:00:00,2022-06-03T00:00:00,2022-05-27T10:59:45
348.awards.0,348,57ec81c8-83d0-42ea-abee-69927b15fca1,,See description of related tender,active,2022-05-24T00:00:00,,GBP,2022-08-01T00:00:00,2024-07-31T00:00:00,2022-05-27T11:03:52
348.awards.1,348,b7b84d04-b16c-4daa-843f-f0026d22c43b,,See description of related tender,active,2022-05-24T00:00:00,1235067.8,GBP,2022-08-01T00:00:00,2024-07-31T00:00:00,2022-05-27T11:03:52
349.awards.0,349,702a174b-b4dd-472c-9475-046977564f59,,See description of related tender,active,2022-05-27T00:00:00,10080.0,GBP,2022-05-27T00:00:00,2023-05-26T00:00:00,2022-05-27T11:06:28
350.awards.0,350,e4df78cd-2b1a-4e0a-8bdc-ed6125f2650b,,See description of related tender,active,2022-05-27T00:00:00,29202.0,GBP,2022-05-16T00:00:00,2022-05-28T00:00:00,2022-05-27T11:06:50
352.awards.0,352,05cb16ba-e045-48c9-84f9-01b90fd13fed,,See description of related tender,active,2022-05-25T00:00:00,13775.0,GBP,2022-06-01T00:00:00,2023-05-31T00:00:00,2022-05-27T11:09:24
353.awards.0,353,796a84f3-9e4f-4f3f-ac7f-c0470e04346c,,See description of related tender,active,2022-01-09T00:00:00,28000.0,GBP,2022-01-14T00:00:00,2022-03-31T00:00:00,2022-05-27T11:09:25
360.awards.0,360,e71a963c-f3f7-42d4-a524-ced2d624aaa5,,See description of related tender,active,2022-05-09T00:00:00,38400000.0,GBP,2022-10-01T00:00:00,2027-09-30T00:00:00,2022-05-27T11:15:43
356.awards.0,356,32e660ab-2859-44a1-9f96-04709936d040,,See description of related tender,active,2021-08-03T00:00:00,5000000.0,GBP,2021-11-17T00:00:00,2025-11-16T00:00:00,2022-05-27T11:10:51
359.awards.0,359,c557b648-5d75-403d-8c4f-74f4e8966a1f,,See description of related tender,active,2022-02-28T00:00:00,50790.0,GBP,2022-01-04T00:00:00,2022-03-31T00:00:00,2022-05-27T11:15:41
361.awards.0,361,40e4ad02-d16e-491e-a195-574d6ae86f01,,See description of related tender,active,2022-01-14T00:00:00,27500.0,GBP,2022-01-16T00:00:00,2022-02-01T00:00:00,2022-05-27T11:16:04
363.awards.0,363,c365abe7-8854-4576-9f99-f6e5917a6259,,See description of related tender,active,2022-05-11T00:00:00,3899996.16,GBP,2022-05-11T00:00:00,2023-05-10T00:00:00,2022-05-27T11:17:03
364.awards.0,364,a2723083-44e0-460d-8339-dac5525bfca7,,See description of related tender,active,2022-05-27T00:00:00,157600.0,GBP,2022-06-06T00:00:00,2027-07-31T00:00:00,2022-05-27T11:17:44
365.awards.0,365,0d8a740b-f175-409a-bc11-fda68fe8e9bd,,See description of related tender,active,2022-03-08T00:00:00,,GBP,2022-03-09T00:00:00,2026-03-08T00:00:00,2022-05-27T11:19:24
369.awards.0,369,345c75ec-c193-40d7-bcf3-a16d56142014,,See description of related tender,active,2022-05-27T00:00:00,157320.0,GBP,2022-06-06T00:00:00,2026-07-31T00:00:00,2022-05-27T11:22:54
373.awards.0,373,da1a6ec5-2e42-47fe-b288-3c8177dea8c0,,See description of related tender,active,2022-05-19T00:00:00,90602.08,GBP,2022-05-23T00:00:00,2022-11-20T00:00:00,2022-05-27T11:25:40
374.awards.0,374,914e96f1-1eca-4771-b200-cc6f723d3968,,See description of related tender,active,2022-03-16T00:00:00,72280.0,GBP,2022-01-04T00:00:00,2022-03-31T00:00:00,2022-05-27T11:25:42
375.awards.0,375,62bb3b0d-773d-49fa-b02a-04fb0ec545f6,,See description of related tender,active,2022-05-26T00:00:00,8973.03,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-27T11:28:52
378.awards.0,378,931c2fb0-4370-489a-8dbf-8d26e5122f03,,See description of related tender,active,2022-05-27T00:00:00,145000.0,GBP,2022-05-02T00:00:00,2023-05-01T00:00:00,2022-05-27T11:32:56
379.awards.0,379,669df076-5f40-4f1f-a1e4-a3b81712d810,,See description of related tender,active,2022-03-22T00:00:00,14775.0,GBP,2022-01-04T00:00:00,2022-03-31T00:00:00,2022-05-27T11:34:56
383.awards.0,383,56a3a480-2007-4aa8-be2d-a89819adc136,,See description of related tender,active,2022-05-27T00:00:00,29866.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-27T11:42:14
384.awards.0,384,64109f86-0430-40a8-92cf-7298f4ec6f05,,See description of related tender,active,2022-03-14T00:00:00,105000.0,GBP,2022-01-04T00:00:00,2022-03-31T00:00:00,2022-05-27T11:42:16
385.awards.0,385,337d7ff5-4ecd-4783-9d5a-c4f50080743e,,See description of related tender,active,2022-03-10T00:00:00,190240.0,GBP,2022-01-04T00:00:00,2022-03-31T00:00:00,2022-05-27T11:46:40
386.awards.0,386,e736433e-a83d-45ce-8e90-dbb89914502e,,See description of related tender,active,2022-05-27T00:00:00,114292.98,GBP,2022-06-06T00:00:00,2026-07-31T00:00:00,2022-05-27T11:53:22
388.awards.0,388,d12b9ff9-8304-4ab3-a950-973d4cee65aa,,See description of related tender,active,2021-01-14T00:00:00,60000.0,GBP,2022-01-21T00:00:00,2022-02-13T00:00:00,2022-05-27T11:54:48
390.awards.0,390,7c57966f-4a27-44a4-a0f9-9a134b98d1ad,,See description of related tender,active,2022-05-06T00:00:00,1416360.0,GBP,2022-05-01T00:00:00,2023-04-30T00:00:00,2022-05-27T11:57:30
392.awards.0,392,7fcd1301-2957-4e60-905d-3102f3ad61f7,,See description of related tender,active,2020-06-30T00:00:00,227400.0,GBP,2020-07-01T00:00:00,2022-06-30T00:00:00,2022-05-27T12:00:59
392.awards.1,392,133b7b57-65d2-4660-b0ad-446d52615ef8,,See description of related tender,active,2020-06-30T00:00:00,326326.0,GBP,2020-07-01T00:00:00,2023-06-30T00:00:00,2022-05-27T12:00:59
395.awards.0,395,8c83f2c3-a82d-4488-b0eb-2eca551c9a6b,,See description of related tender,active,2022-05-20T00:00:00,232114.0,GBP,2022-05-23T00:00:00,2023-05-22T00:00:00,2022-05-27T12:03:32
396.awards.0,396,367f7a21-c372-48c6-b60a-197c88014ade,,See description of related tender,active,2022-03-31T00:00:00,36000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-27T12:07:24
398.awards.0,398,0c9aaf7a-5ee9-4296-ad64-fade128c010f,,See description of related tender,active,2022-03-30T00:00:00,15000.0,GBP,2022-03-30T00:00:00,2025-03-29T00:00:00,2022-05-27T12:10:09
400.awards.0,400,56af6b46-1161-48a4-8382-e8f69f7a3b82,,See description of related tender,active,2021-11-25T00:00:00,122813.35,GBP,2021-11-29T00:00:00,2024-07-31T00:00:00,2022-05-27T12:15:17
401.awards.0,401,453de636-6fae-4fe8-a5c7-193e234b1a3f,,See description of related tender,active,2021-12-01T00:00:00,30000.0,GBP,2021-12-02T00:00:00,2022-01-27T00:00:00,2022-05-26T13:24:18
403.awards.0,403,b255a978-c248-4733-94dc-c69941f4b2e6,,See description of related tender,active,2019-09-02T00:00:00,6800000.0,GBP,2019-12-02T00:00:00,2023-12-01T00:00:00,2019-12-03T14:42:33
404.awards.0,404,4c931a28-73e1-4113-b6a5-834a188b28be,,See description of related tender,active,2022-04-11T00:00:00,130978.0,GBP,2022-06-01T00:00:00,2025-05-31T00:00:00,2022-05-26T10:46:55
405.awards.0,405,4f7aa32e-db9f-43ce-8d35-4120c1d5aff0,,See description of related tender,active,2022-02-16T00:00:00,118586.04,GBP,2022-05-01T00:00:00,2023-04-30T00:00:00,2022-05-26T10:49:48
406.awards.0,406,6d786ae5-933d-4df4-a421-2b3f958dae51,,See description of related tender,active,2021-11-25T00:00:00,6972100.0,GBP,2021-12-07T00:00:00,2025-12-06T00:00:00,2022-05-26T10:50:06
407.awards.0,407,3afb6829-2000-4801-aef6-33e4e9a1493c,,See description of related tender,active,2022-05-26T00:00:00,67313.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-26T10:54:03
408.awards.0,408,8cf5ea19-2632-4b35-b034-5c3c7611f291,,See description of related tender,active,2022-05-24T00:00:00,20000.0,GBP,2022-05-31T00:00:00,2022-12-04T00:00:00,2022-05-26T10:54:34
408.awards.1,408,ac26c28f-0928-48a7-aceb-20bfc0555ae2,,See description of related tender,active,2020-05-18T00:00:00,20000.0,GBP,2020-05-31T00:00:00,2022-12-04T00:00:00,2022-05-26T10:54:34
409.awards.0,409,6e8f7d35-e7a1-4fc1-adac-b6fe3e26cd01,,See description of related tender,active,2022-01-04T00:00:00,120234.9,GBP,2021-11-29T00:00:00,2022-11-11T00:00:00,2022-01-13T09:39:36
410.awards.0,410,782398dd-2382-4c15-a808-1c3dd8d5f2f7,,See description of related tender,active,2022-03-31T00:00:00,180631.58,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-26T10:56:22
411.awards.0,411,ea59ad98-71b5-4001-80c1-33e070e69318,,See description of related tender,active,2019-09-02T00:00:00,8300000.0,GBP,2019-12-02T00:00:00,2023-12-01T00:00:00,2019-12-03T14:30:35
412.awards.0,412,8e3f1f45-f3bf-4e24-a023-8ee38ef7d920,,See description of related tender,active,2021-12-31T00:00:00,9732.0,GBP,2022-01-01T00:00:00,2022-12-31T00:00:00,2022-05-26T10:57:42
413.awards.0,413,10d8a1a6-5a58-4f0e-9206-15e8dee877ec,,See description of related tender,active,2022-05-10T00:00:00,250000.0,GBP,2022-05-12T00:00:00,2023-04-30T00:00:00,2022-05-26T11:00:03
414.awards.0,414,eeec8787-e1e2-4c13-a287-ec5fb407e6ba,,See description of related tender,active,2022-02-24T00:00:00,84685.33,GBP,2022-03-31T00:00:00,2027-03-30T00:00:00,2022-05-26T11:01:07
416.awards.0,416,417e4db8-a96d-4e77-9093-89e6de2ff7c1,,See description of related tender,active,2019-09-02T00:00:00,8600000.0,GBP,2019-12-02T00:00:00,2023-12-01T00:00:00,2019-12-03T15:00:54
419.awards.0,419,829c5e07-8caf-4c04-b211-587f6a49b94d,,See description of related tender,active,2022-05-19T00:00:00,12390.0,GBP,2022-06-01T00:00:00,2022-11-30T00:00:00,2022-05-26T11:07:54
418.awards.0,418,4e9ed9d7-e55c-4a7c-90ff-9c5992c0fb07,,See description of related tender,active,2022-02-22T00:00:00,91346.81,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-26T11:07:42
420.awards.0,420,a8695984-7cca-4da0-90a1-192deccc0cb8,,See description of related tender,active,2022-05-12T00:00:00,167976.64,GBP,2022-05-30T00:00:00,2022-08-05T00:00:00,2022-05-26T11:08:26
